paper_id,title,actual_decision,predicted_decision,quality_score,accept_probability,modify_probability,reject_probability,suggestions
CFhpBJ8eZ5,Dual Mean-Teacher: An Unbiased Semi-Supervised Framework for Audio-Visual Source Localization,Accept (poster),Modify,33.7,0.0477,0.5253,0.427,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
CtXXOaxDw7,V-InFoR: A Robust Graph Neural Networks Explainer for Structurally Corrupted Graphs,Accept (poster),Modify,45.0,0.1006,0.6359,0.2635,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
1PnSOKQKvq,Gaussian Partial Information Decomposition: Bias Correction and Application to High-dimensional Data,Accept (spotlight),Accept,75.1,0.5192,0.421,0.0598,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
fljrZsJ2I8,Prototypical Variational Autoencoder for 3D Few-shot Object Detection,Accept (poster),Modify,53.8,0.1201,0.76,0.1199,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
DKHEkP7Idx,Optimal Convergence Rate for Exact Policy Mirror Descent in Discounted Markov Decision Processes,Accept (poster),Modify,58.2,0.2513,0.602,0.1468,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
enfx8HM4Rp,Train Once and Explain Everywhere: Pre-training Interpretable Graph Neural Networks,Accept (poster),Modify,42.4,0.09,0.607,0.3029,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
GAsRl2ElHk,KAKURENBO: Adaptively Hiding Samples in Deep Neural Network Training,Accept (poster),Modify,31.7,0.0397,0.5049,0.4553,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
Cs9ea2Gbgx,List and Certificate Complexities in Replicable Learning,Accept (spotlight),Accept,72.1,0.4922,0.4162,0.0916,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
f6a9XVFYIo,SA-Solver: Stochastic Adams Solver for Fast Sampling of Diffusion Models,Accept (poster),Reject,29.8,0.0369,0.474,0.4891,"Major revision needed before submission; strengthen evidence and contribution framing. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
OveBaTtUAT,Towards Unbounded Machine Unlearning,Accept (poster),Modify,44.7,0.1263,0.5828,0.2909,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
S8hg5LpFvz,$p$-Poisson surface reconstruction in curl-free flow from point clouds,Accept (poster),Modify,43.2,0.0635,0.6692,0.2673,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
NvcVXzJvhX,Sheaf Hypergraph Networks,Accept (poster),Modify,50.8,0.1554,0.6418,0.2028,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
lAbCgNcxm7,DrugCLIP: Contrastive Protein-Molecule Representation Learning for Virtual Screening,Accept (poster),Modify,48.8,0.1559,0.6033,0.2407,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
a2svOXTVgO,On the Convergence of CART under Sufficient Impurity Decrease Condition,Accept (poster),Accept,73.7,0.4831,0.4623,0.0546,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
p1gzxzJ4Y5,FlowPG: Action-constrained Policy Gradient with Normalizing Flows,Accept (poster),Modify,51.3,0.1005,0.7495,0.15,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
N1feehMSG9,Proportional Response: Contextual Bandits for Simple and Cumulative Regret Minimization,Accept (poster),Modify,63.8,0.3081,0.6004,0.0915,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
FBNyccPfAu,Variational Monte Carlo on a Budget — Fine-tuning pre-trained Neural Wavefunctions,Accept (poster),Modify,39.6,0.0707,0.5911,0.3382,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
R4xpvDTWkV,SGFormer: Simplifying and Empowering Transformers for Large-Graph Representations,Accept (poster),Modify,50.1,0.1166,0.6998,0.1836,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
FkpMm9avyP,Entropy-dissipation Informed Neural Network for McKean-Vlasov Type PDEs,Accept (poster),Modify,50.4,0.1199,0.6986,0.1815,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
PqfPjS9JRX,The Shaped Transformer: Attention Models in the Infinite Depth-and-Width Limit,Accept (poster),Accept,79.6,0.5787,0.3948,0.0265,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
sABYNWKcwK,Doubly Robust Augmented Transfer for Meta-Reinforcement Learning,Accept (poster),Modify,50.8,0.1524,0.6457,0.2019,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
mLe63bAYc7,"Provable Adversarial Robustness for Group Equivariant Tasks: Graphs, Point Clouds, Molecules, and More",Accept (poster),Modify,45.0,0.175,0.501,0.3241,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
q131tA7HCT,Learning Linear Causal Representations from Interventions under General Nonlinear Mixing,Accept (oral),Modify,51.3,0.1709,0.6218,0.2073,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
