paper_id,conference,split,title,actual_label,predicted_decision,accept_probability,reject_probability,xai_focus,suggestion_1,suggestion_2,suggestion_3,suggestions
1603.09029,arxiv.cs.ai_2007-2017,train,Maximize Pointwise Cost-sensitively Submodular Functions With Budget Constraint,Accept,Modify,0.6229,0.3771,Conclusion Word Count: 92.0; Title Word Count: 8.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,"Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add implementation details, code/data notes, and hyperparameters."
1603.09405,arxiv.cs.ai_2007-2017,train,Enhancing Sentence Relation Modeling with Auxiliary Character-level Embedding,Reject,Modify,0.527,0.473,Conclusion Word Count: 133.0; Title Word Count: 8.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Address reviewer concerns that lowered recommendation scores."
1603.09429,arxiv.cs.ai_2007-2017,train,Ordinal Conditional Functions for Nearly Counterfactual Revision,Reject,Reject,0.1446,0.8554,Methodology detail: 0.0; Conclusion Word Count: 418.0; Has Experiments: 0.0,Clarify the methodology with reproducible details.,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Clarify the methodology with reproducible details. Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
1603.09502,arxiv.cs.ai_2007-2017,train,Verifiability of Argumentation Semantics∗,Reject,Accept,0.6681,0.3319,Has Conclusion: 0.0; Methodology detail: 0.0; Has Experiments: 0.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Clarify the methodology with reproducible details. Strengthen experiments with datasets, metrics, and comparisons. Find and fix the strongest negative reviewer concern."
1603.09727,arxiv.cs.ai_2007-2017,train,Neural Language Correction with Character-Based Attention,Reject,Modify,0.5982,0.4018,Has Conclusion: 0.0; Large Collaboration: 1.0; Limitation discussion: 2.0,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1604.00266,arxiv.cs.ai_2007-2017,train,The Algorithm of Islamic Jurisprudence (Fiqh) with Validation of an Entscheidungsproblem,Reject,Modify,0.5378,0.4622,Has Conclusion: 0.0; Has Experiments: 0.0; Title Word Count: 11.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Find and fix the strongest negative reviewer concern."
1604.00681,arxiv.cs.ai_2007-2017,train,Experimental Assessment of Aggregation Rules in Argumentation-enabled Collective Intelligence,Reject,Accept,0.6847,0.3153,Has Conclusion: 0.0; Large Collaboration: 1.0; Title Word Count: 9.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1604.00923,arxiv.cs.ai_2007-2017,train,Data-Efficient Off-Policy Policy Evaluation for Reinforcement Learning,Accept,Modify,0.6167,0.3833,Conclusion Word Count: 258.0; Novelty framing: 44.0; Limitation discussion: 2.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,"Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern."
1604.00932,arxiv.cs.ai_2007-2017,train,ASKING THE METAQUESTIONS IN CONSTRAINT TRACTABILITY,Reject,Reject,0.3434,0.6566,Has Conclusion: 0.0; Methodology detail: 0.0; Has Experiments: 0.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve related-work coverage with precise citations.,"Improve this paper aspect before submission. Clarify the methodology with reproducible details. Improve related-work coverage with precise citations. Strengthen experiments with datasets, metrics, and comparisons. Make the novelty and contribution claims more explicit."
1604.01277,arxiv.cs.ai_2007-2017,train,Landmark-Based Plan Recognition,Reject,Modify,0.4813,0.5187,Methodology detail: 0.0; Conclusion Word Count: 324.0; Limitation discussion: 2.0,Clarify the methodology with reproducible details.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Clarify the methodology with reproducible details. Improve this paper aspect before submission. Add limitations, failure cases, and future work. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern."
1604.01696,arxiv.cs.ai_2007-2017,train,A Corpus and Cloze Evaluation for Deeper Understanding of Commonsense Stories,Reject,Modify,0.371,0.629,Has Conclusion: 0.0; Has Experiments: 0.0; Title Word Count: 11.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Make the novelty and contribution claims more explicit.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Make the novelty and contribution claims more explicit."
1604.02416,arxiv.cs.ai_2007-2017,train,How Deep is Knowledge Tracing?,Reject,Reject,0.2088,0.7912,Contains Question: 1.0; Has Conclusion: 0.0; Has Experiments: 0.0,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Strengthen experiments with datasets, metrics, and comparisons.","Improve this paper aspect before submission. Add limitations, failure cases, and future work. Strengthen experiments with datasets, metrics, and comparisons. Improve related-work coverage with precise citations."
1604.03114,arxiv.cs.ai_2007-2017,train,Conversational Flow in Oxford-style Debates,Accept,Modify,0.4684,0.5316,Conclusion Word Count: 364.0; Paper length: 2809.0; Limitation discussion: 2.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1604.03632,arxiv.cs.ai_2007-2017,train,Strategyproof Peer Selection,Reject,Modify,0.4049,0.5951,Has Introduction: 0.0; Introduction detail: 0.0; Has Conclusion: 0.0,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,,Improve this paper aspect before submission. Clarify the methodology with reproducible details.
1604.03793,arxiv.cs.ai_2007-2017,train,HordeQBF: A Modular and Massively Parallel QBF Solver,Reject,Modify,0.437,0.563,Paper length: 2007.0; Conclusion Word Count: 98.0; Citation coverage: 24.0,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Improve this paper aspect before submission. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern."
1604.03853,arxiv.cs.ai_2007-2017,train,Hierarchical Compound Poisson Factorization,Accept,Modify,0.603,0.397,Conclusion Word Count: 196.0; Has Related Work: 0.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Make the novelty and contribution claims more explicit. Address reviewer concerns that lowered recommendation scores.
1604.04894,arxiv.cs.ai_2007-2017,train,A global constraint for closed itemset mining,Reject,Modify,0.6012,0.3988,Citation coverage: 21.0; Novelty framing: 19.0; Lowest recommendation: 0.0,Improve related-work coverage with precise citations.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,Improve related-work coverage with precise citations. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Improve this paper aspect before submission. Address reviewer concerns that lowered recommendation scores.
1604.06778,arxiv.cs.ai_2007-2017,train,Benchmarking Deep Reinforcement Learning for Continuous Control,Accept,Accept,0.6542,0.3458,Conclusion Word Count: 106.0; Large Collaboration: 1.0; Citation coverage: 18.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add limitations, failure cases, and future work."
